Article number;Old article number ;Product name;MA-holder;Active substance;Pharmaceutical form;Strength;Package type;Multiple;Packages ;Packsize;Unit; PPP ; PRP ; Stepped price ; Reimbursed price ;Prescription group;Storage;Substitution group;Limited substitution;MA-number;ATC-code;Reimbursed;Date PPP;Marketing status package;MA-status
434169;;Montelukast Teva;Teva Sweden AB;Montelukastnatrium;Tablett, filmdrasjert;10 mg;Blisterpakning;;;98;stk; 376.27 ; 516.00 ; 244.70 ; 244.70 ;C;Rom (15-25 grader);001597;Nei;07-4673;R03DC03;Ja;01.07.2018;Markedsført;Markedsført
434330;;Etoricoxib Sandoz;Sandoz - København;Etorikoksib;Tablett, filmdrasjert;60 mg;Blisterpakning;;;98;stk; 465.84 ; 630.20 ; 408.90 ; 408.90 ;C;Rom (15-25 grader);001554;Nei;16-11060;M01AH05;Ja;01.11.2018;Markedsført;Markedsført
434366;;Rekovelle;Ferring Pharmaceuticals A/S;Follitropin delta;Injeksjonsvæske, oppløsning;12 mikrog/0,36 ml;Ferdigfylt penn;;1;0.36;ml; 869.33 ; 1,150.10 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/16/1150/004;G03GA10;Nei;09.10.2017;Markedsført;Markedsført
434395;;Mircera;Orifarm AS;Metoksypolyetylenglykol-epoetin beta;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;50 mikrog/0,3 ml;Ferdigfylt sprøyte;;;1;stk; 904.14 ; 1,194.70 ; -   ; -   ;C;Kaldt (2-8 grader);001816;Nei;12-8836;B03XA03;Nei;20.06.2012;Har MT;Kan prisbehandles
434444;;Sancuso;Kyowa Kirin Holdings B.V.;Granisetronhydroklorid;Depotplaster;3,1 mg/24 timer;Plaster;;;1;stk; 651.10 ; 866.40 ; -   ; 866.40 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/12/766/001;A04AA02;Ja;01.03.2015;Markedsført;Markedsført
434499;;Uromitexan;Baxter AS;Mesna;Tablett, filmdrasjert;600 mg;Blisterpakning;;;20;stk; 1,308.81 ; 1,705.00 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;1995-00062;V03AF01;Nei;15.07.2016;Markedsført;Markedsført
434559;;Humira;AbbVie Deutschland GmbH & Co;Adalimumab;Injeksjonsvæske, oppløsning i ferdigfylt sprøyte;20 mg;Ferdigfylt sprøyte;;2;0.2;ml; 4,122.68 ; 5,318.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/03/256/022;L04AB04;Ja;01.02.2019;Markedsført;Markedsført
434601;;Buvidal;Camurus AB;Buprenorfin;Depotinjeksjonsvæske, oppløsning;128 mg;Ferdigfylt sprøyte;;1;0.36;ml; 4,713.21 ; 6,064.30 ; -   ; -   ;A;;;<ikke angitt>;EU/1/18/1336/007;N07BC01;Nei;24.01.2019;Har MT;Kan prisbehandles
434797;;Diastabol;Sanofi-Aventis Norge;Miglitol;Tablett;50 mg;Blisterpakning;;;30;stk; 33.99 ; 79.60 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;1996-01014;A10BF02;Nei;05.01.1999;Avregistrert;Kan prisbehandles
434829;;EpiPen;Meda - Asker;Adrenalin;Injeksjonsvæske, oppløsning i ferdigfylt penn;300 mikrog;Sylinderampulle i autoinjektor;;;1;dose; 361.36 ; 497.00 ; -   ; 497.00 ;C;Rom (15-25 grader);;<ikke angitt>;05-3523;C01CA24;Ja;01.08.2018;Markedsført;Markedsført
434837;;EpiPen Jr;Meda - Asker;Adrenalin;Injeksjonsvæske, oppløsning i ferdigfylt penn;150 mikrog;Sylinderampulle i autoinjektor;;;1;dose; 361.36 ; 497.00 ; -   ; 497.00 ;C;Rom (15-25 grader);;<ikke angitt>;05-3524;C01CA24;Ja;01.08.2018;Markedsført;Markedsført
434852;;Fontex;Eli Lilly Norge AS;Fluoksetinhydroklorid;Dispergerbar tablett;20 mg;Blisterpakning;;;100;stk; 457.78 ; 619.90 ; 354.00 ; 354.00 ;C;Rom (15-25 grader);000653;Nei;1995-03722;N06AB03;Ja;01.03.2011;Markedsført;Markedsført
434925;;Bisoprolol Sandoz;Sandoz A/S;Bisoprololfumarat;Tablett, filmdrasjert;10 mg;Blisterpakning;;;100;stk; 150.21 ; 227.80 ; 138.90 ; 138.90 ;C;Rom (15-25 grader);001635;Nei;08-5827;C07AB07;Ja;01.05.2010;Markedsført;Markedsført
434931;;Remicade;Orifarm AS;Infliksimab;Pulver til konsentrat til infusjonsvæske, oppløsning;100 mg;Hetteglass;;1;100;mg; 4,187.15 ; 5,401.00 ; -   ; -   ;C;Kaldt (2-8 grader);001871;Nei;12-9307;L04AB02;Nei;01.12.2017;Midlertidig utgått;Kan prisbehandles
434952;;Lutinus;2care4 ApS;Progesteron;Vaginaltablett;100 mg;Blisterpakning;;;21;stk; 359.30 ; 494.40 ; -   ; -   ;C;Rom (15-25 grader);001886;Nei;18-12276, 13-9603, 12-9352, 13-9794;G03DA04;Nei;08.02.2013;Har MT, Markedsført;Markedsført
434967;;Galafold;Amicus Therapeutics UK Ltd;Migalastat;Kapsel, hard;123 mg;Blisterpakning;;;14;stk; 146,024.24 ; 186,217.20 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/15/1082/001;A16AX14;Ja;25.08.2016;Markedsført;Markedsført
434999;;Briviact;UCB Pharma SA;Brivaracetam;Mikstur, oppløsning;10 mg/ml;Flaske;;;300;ml; 1,287.78 ; 1,678.20 ; -   ; 1,678.20 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/15/1073/021;N03AX23;Ja;01.06.2016;Markedsført;Markedsført
435072;;Omnitrope;Sandoz GmbH;Somatropin;Injeksjonsvæske, oppløsning for SurePal 5;5 mg/1,5 ml;Sylinderampulle (glass) for SurePal 5;;1;1.5;ml; 849.26 ; 1,124.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/06/332/013;H01AC01;Ja;01.08.2017;Markedsført;Markedsført
435107;;Thymoglobuline;Genzyme Europe B.V.;Immunglobulin anti-human thymocytt (kanin);Pulver til konsentrat til infusjonsvæske, oppløsning;25 mg;Hetteglass;;;25;mg; 1,502.08 ; 1,960.80 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;1996-01728;L04AA04;Nei;15.02.2014;Markedsført;Markedsført
435160;005209;Somac;Takeda AS;Pantoprazolnatriumsesquihydrat;Enterotablett;40 mg;Blisterpakning;;;56;stk; 73.10 ; 129.50 ; 129.50 ; 129.50 ;C;Rom (15-25 grader);001420;Nei;0000-08141;A02BC02;Ja;01.04.2018;Markedsført;Markedsført
435161;;Ampicillin Mylan;Mylan Ireland Limited;Ampicillinnatrium;Pulver til injeksjons-/infusjonsvæske, oppløsning;2 g;Hetteglass;;;1;stk; 17.64 ; 58.70 ; -   ; -   ;C;Rom (15-25 grader);001941;Nei;10-8161;J01CA01;Nei;27.11.2013;Midlertidig utgått;Midlertidig utgått
435162;;Parsabiv;Amgen Europe B.V.;Etelkalsetid;Injeksjonsvæske, oppløsning;2,5 mg/0,5 ml;Hetteglass;;6;0.5;ml; 834.68 ; 1,105.70 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/16/1142/002;H05BX04;Nei;05.12.2017;Markedsført;Markedsført
435304;;Taflotan;Orifarm AS;Tafluprost;Øyedråper, oppløsning i endosebeholder;15 mikrog/ml;Endosebeholder;;90;0.3;ml; 456.00 ; 620.50 ; -   ; 620.50 ;C;Kaldt (2-8 grader);001901;Nei;14-10426;S01EE05;Ja;01.10.2015;Markedsført;Markedsført
435356;;Quetiapine Accord;Accord Healthcare B.V.;Kvetiapinfumarat;Depottablett;50 mg;Blisterpakning;;;10;stk; 44.84 ; 93.40 ; 57.60 ; 57.60 ;C;Rom (15-25 grader);002022;Nei;12-9070;N05AH04;Ja;01.01.2019;Markedsført;Markedsført
435418;;Ibumax;Vitabalans Oy;Ibuprofen;Tablett, filmdrasjert;600 mg;Boks av plast;;;30;stk; 14.21 ; 54.40 ; -   ; 54.40 ;C;Rom (15-25 grader);000494;Nei;06-4058;M01AE01;Ja;01.11.2018;Markedsført;Markedsført
435488;;Rispolept Consta;Orifarm AS;Risperidon;Pulver og væske til depotinjeksjonsvæske, suspensjon;37,5 mg;sett;;;;; 1,100.57 ; 1,446.40 ; -   ; 1,446.40 ;C;Kaldt (2-8 grader);001654;Nei;10-7874, 10-7864;N05AX08;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
435545;;Zomig;Grünenthal GmbH;Zolmitriptan;Tablett, filmdrasjert;5 mg;Blisterpakning;;;18;stk; 723.04 ; 958.10 ; 484.40 ; 484.40 ;C;Rom (15-25 grader);000872;Nei;04-2979;N02CC03;Ja;01.01.2019;Markedsført;Markedsført
435610;;Zomig;Grünenthal GmbH;Zolmitriptan;Tablett, filmdrasjert;2,5 mg;Blisterpakning;;;18;stk; 463.69 ; 627.50 ; 331.70 ; 331.70 ;C;Rom (15-25 grader);000543;Nei;04-2978;N02CC03;Ja;01.01.2019;Markedsført;Markedsført
435728;;Mirtazapin Bluefish;Bluefish Pharmaceuticals AB;Mirtazapin;Smeltetablett;45 mg;Blisterpakning;;;96;stk; 433.56 ; 589.00 ; -   ; 589.00 ;C;Rom (15-25 grader);000812;Nei;07-5291;N06AX11;Ja;01.02.2019;Markedsført;Markedsført
435743;;Cefuroxim Stragen;Stragen Nordic A/S;Cefuroksimnatrium;Pulver til injeksjonsvæske, oppløsning;250 mg;Hetteglass;;10;250;mg; 94.52 ; 156.80 ; -   ; 156.80 ;C;Rom (15-25 grader);000836;Nei;1996-00012;J01DC02;Ja;01.10.2009;Markedsført;Markedsført
435882;;Buccolam;Shire Services BVBA;Midazolam;Munnvann, oppløsning;5 mg;Oralsprøyte;;4;1;ml; 819.79 ; 1,100.20 ; -   ; 1,100.20 ;B;Rom (15-25 grader);;<ikke angitt>;EU/1/11/709/002;N05CD08;Ja;01.01.2019;Markedsført;Markedsført
435929;;Topimax;2care4 ApS;Topiramat;Tablett, filmdrasjert;200 mg;Boks av plast;;;56;stk; 484.55 ; 654.10 ; -   ; 654.10 ;C;Rom (15-25 grader);001262;Ja;18-12126;N03AX11;Ja;21.02.2018;Markedsført;Markedsført
436010;;Levact;Astellas Pharma GmbH (1);Bendamustinhydroklorid;Pulver til konsentrat til infusjonsvæske, oppløsning;2,5 mg/ml;Hetteglass;;5;100;mg; 12,258.20 ; 15,665.50 ; -   ; -   ;C;Rom (15-25 grader);002083;Nei;07-5258;L01AA09;Nei;01.12.2015;Markedsført;Markedsført
436030;;Diovan Comp;Novartis Norge (2);Valsartan, Hydroklortiazid;Tablett, filmdrasjert;80 mg/12,5 mg;Kalenderpakning;;;98;stk; 314.55 ; 437.30 ; 228.60 ; 228.60 ;C;Rom (15-25 grader);001673;Nei;1997-02716;C09DA03;Ja;01.08.2018;Markedsført;Markedsført
436147;;Naproxen-E Mylan;Mylan AB;Naproksen;Enterotablett;250 mg;Blisterpakning, endose;;;20;stk; 35.03 ; 80.90 ; -   ; 80.90 ;C;Rom (15-25 grader);001755;Nei;0000-07712;M01AE02;Ja;01.11.2018;Markedsført;Markedsført
436170;;Apodorm;Actavis Group PTC ehf;Nitrazepam;Tablett;5 mg;Blisterpakning;;;20;stk; 9.68 ; 67.30 ; -   ; 67.30 ;B;Rom (15-25 grader);000628;Nei;0000-05853;N05CD02;Ja;01.04.2009;Markedsført;Markedsført
436199;;Dicloxacillin Bluefish;Bluefish Pharmaceuticals AB;Dikloksacillinnatrium;Kapsel, hard;500 mg;Blisterpakning;;;100;stk; 530.75 ; 713.00 ; 383.40 ; 383.40 ;C;Rom (15-25 grader);001963;Nei;13-9598;J01CF01;Ja;01.06.2018;Markedsført;Markedsført
436308;;Biktarvy;Gilead Sciences Ireland UC;Biktegravir, Emtricitabin, Tenofoviralafenamid;Tablett, filmdrasjert;50 mg/200 mg/25 mg;Flaske;;;30;stk; 8,827.00 ; 11,290.70 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/18/1289/001;J05AR20;Ja;29.06.2018;Markedsført;Markedsført
436313;;Clariscan;GE HEALTHCARE AS;Gadotersyre;Injeksjonsvæske, oppløsning;0,5 mmol/ml;Hetteglass;;10;20;ml; 6,712.48 ; 8,594.70 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;16-11096;V08CA02;Nei;01.12.2018;Markedsført;Markedsført
436410;;Fucidin;LEO Pharma;Fusidinsyre;Krem;2 %;Tube;;;15;g; 26.63 ; 70.20 ; -   ; 70.20 ;C;Rom (15-25 grader);;<ikke angitt>;0000-06760;D06AX01;Ja;01.12.2009;Markedsført;Markedsført
436550;;Naproxen-E Mylan;Mylan AB;Naproksen;Enterotablett;375 mg;Blisterpakning, endose;;;20;stk; 54.82 ; 106.10 ; -   ; 106.10 ;C;Rom (15-25 grader);001756;Nei;0000-07713;M01AE02;Ja;01.11.2018;Markedsført;Markedsført
436618;;Genotropin;Pfizer Norge AS;Somatropin;Pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte;0,2 mg;Tokammersprøyte;;7;0.2;mg; 327.57 ; 455.90 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;0000-07210;H01AC01;Ja;01.08.2017;Markedsført;Markedsført
436626;;Naproxen-E Mylan;Mylan AB;Naproksen;Enterotablett;375 mg;Boks;;;100;stk; 274.11 ; 385.70 ; -   ; 385.70 ;C;Rom (15-25 grader);001756;Nei;0000-07713;M01AE02;Ja;01.11.2018;Markedsført;Markedsført
436647;;Procysbi;Chiesi Farmaceutici S.p.a.;Cysteaminbitartrat;Enterokapsel, hard;25 mg;Boks;;;60;stk; 4,344.97 ; 5,603.20 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/13/861/001;A16AA04;Ja;01.06.2016;Markedsført;Markedsført
436683;;Naproxen-E Mylan;Mylan AB;Naproksen;Enterotablett;500 mg;Blisterpakning, endose;;;10;stk; 29.53 ; 73.90 ; -   ; -   ;C;Rom (15-25 grader);001757;Nei;0000-07714;M01AE02;Nei;01.11.2018;Markedsført;Markedsført
436717;;Genotropin;Pfizer Norge AS;Somatropin;Pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte;0,4 mg;Tokammersprøyte;;7;0.4;mg; 655.15 ; 875.70 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;12-8970;H01AC01;Ja;01.08.2017;Markedsført;Markedsført
436733;;Genotropin;Pfizer Norge AS;Somatropin;Pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte;0,6 mg;Tokammersprøyte;;7;0.6;mg; 920.89 ; 1,216.10 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;12-8971;H01AC01;Ja;01.08.2017;Markedsført;Markedsført
436758;;Genotropin;Pfizer Norge AS;Somatropin;Pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte;1,6 mg;Tokammersprøyte;;7;1.6;mg; 2,475.08 ; 3,207.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;12-8978;H01AC01;Ja;01.08.2017;Markedsført;Markedsført
436796;;Aduvanz;Shire Pharmaceuticals Ireland Limited (2);Lisdeksamfetamindimesilat;Kapsel, hard;70 mg;Boks;;;30;stk; 943.53 ; 1,258.00 ; -   ; 1,258.00 ;A;Rom (15-25 grader);;<ikke angitt>;17-11552;N06BA12;Ja;01.02.2019;Markedsført;Markedsført
436810;;Striverdi Respimat;Boehringer Ingelheim International GmbH;Olodaterol;Inhalasjonsvæske, oppløsning;2,5 mikrog;Patron;;1;60;spray, stk; 200.20 ; 291.50 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;12-9096;R03AC19;Nei;28.02.2019;Markedsført;Kan prisbehandles
436844;;Arcoxia;Farmagon;Etorikoksib;Tablett, filmdrasjert;30 mg;Blisterpakning;;;28;stk; 84.60 ; 144.10 ; 121.90 ; 121.90 ;C;Rom (15-25 grader);002124;Nei;16-11156;M01AH05;Ja;01.11.2018;Markedsført;Markedsført
436849;;Ivabradine Accord;Accord Healthcare S.L.U.;Ivabradin;Tablett, filmdrasjert;5 mg;Blisterpakning, endose;;56;1;stk; 368.86 ; 506.50 ; -   ; 506.50 ;C;Rom (15-25 grader);002233;Nei;EU/1/17/1190/003;C01EB17;Ja;15.01.2018;Markedsført;Markedsført
436859;;DuoResp Spiromax;Teva Pharma B.V. (1);Budesonid, Formoterolfumaratdihydrat;Inhalasjonspulver;160 mikrog/4,5 mikrog;Inhalator;;1;120;doser; 298.98 ; 417.40 ; 285.60 ; 285.60 ;C;Rom (15-25 grader);000739;Ja;EU/1/14/920/001;R03AK07;Ja;01.09.2018;Markedsført;Markedsført
436910;;Oramorph;L. Molteni & C. dei F.lli Alitti Società di Esercizio S.p.A.;Morfinsulfat;Mikstur, oppløsning;6 mg/ml;Endosebeholder;;30;5;ml; 292.56 ; 428.00 ; -   ; 428.00 ;A;Rom (15-25 grader);;<ikke angitt>;1995-01896;N02AA01;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
436915;;Haldol;Janssen-Cilag AS;Haloperidol;Tablett;1 mg;Blisterpakning;;;100;stk; 30.50 ; 75.10 ; -   ; 75.10 ;C;Rom (15-25 grader);000592;Nei;0000-04204;N05AD01;Ja;20.06.2006;Markedsført;Markedsført
437215;;Briviact;2care4 ApS;Brivaracetam;Tablett, filmdrasjert;75 mg;Blisterpakning;;;56;stk; 1,176.00 ; 1,535.70 ; -   ; 1,535.70 ;C;Rom (15-25 grader);002315;Nei;18-12345;N03AX23;Ja;13.02.2019;Markedsført;Markedsført
437223;;Xofigo;Bayer AG;Radium (223Ra) diklorid;Injeksjonsvæske, oppløsning;1 100 kBq/ml;Hetteglass;;;6;ml; 40,739.66 ; 51,979.30 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/873/001;V10XX03;Nei;15.06.2016;Markedsført;Markedsført
437324;;Keppra;Farmagon;Levetiracetam;Tablett, filmdrasjert;250 mg;Blisterpakning;;;100;stk; 226.79 ; 325.40 ; -   ; 325.40 ;C;Rom (15-25 grader);001523;Ja;12-9108;N03AX14;Ja;01.02.2019;Markedsført;Markedsført
437351;;Kogenate Bayer;Bayer AG;Koagulasjonsfaktor VIII (rekombinant);Pulver og væske til injeksjonsvæske, oppløsning;2 000 IE;sett;;;;; 11,052.61 ; 14,197.40 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/00/143/010;B02BD02;Ja;01.05.2017;Markedsført;Markedsført
437478;;Tardiben;AOP Orphan Pharmaceuticals AG;Tetrabenazin;Tablett;25 mg;Boks;;;112;stk; 1,185.20 ; 1,547.40 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;14-10493;N07XX06;Nei;22.02.2017;Markedsført;Markedsført
437493;;Besponsa;Pfizer Europe MA EEIG (1);Inotuzumab ozogamicin;Pulver til konsentrat til infusjonsvæske, oppløsning;1 mg;Hetteglass;;;1;stk; 90,460.60 ; 115,938.90 ; -   ; -   ;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/17/1200/001;L01XC26;Nei;28.08.2017;Markedsført;Markedsført
437509;;Hycamtin;Novartis Europharm Limited (1);Topotekanhydroklorid;Pulver til konsentrat til infusjonsvæske, oppløsning;4 mg;Hetteglass;;;5;stk; 13,936.97 ; 17,893.00 ; -   ; -   ;C;Kaldt (2-8 grader);001645;Nei;EU/1/96/027/001;L01XX17;Nei;01.01.2010;Har MT;Kan prisbehandles
437633;;Abilify;Orifarm AS;Aripiprazol;Mikstur, oppløsning;1 mg/ml;Flaske;;;150;ml; 879.56 ; 1,157.70 ; -   ; -   ;C;Rom (15-25 grader);002187;Nei;17-11595;N05AX12;Nei;01.01.2019;Markedsført;Markedsført
437657;;Zantac;GlaxoSmithKline AS;Ranitidinhydroklorid;Tablett;150 mg;Blisterpakning, endose;;1;50;stk; 28.00 ; 72.00 ; 72.00 ; 72.00 ;C;Rom (15-25 grader);000013;Nei;0000-06897;A02BA02;Ja;01.07.2011;Markedsført;Midlertidig utgått
437763;;Synjardy;Boehringer Ingelheim International GmbH;Empagliflozin, Metforminhydroklorid;Tablett, filmdrasjert;5 mg/1 000 mg;Blisterpakning, endose;2;90;1;stk; 1,176.10 ; 1,535.80 ; -   ; 1,535.80 ;C;Rom (15-25 grader);;<ikke angitt>;EU/1/15/1003/017;A10BD20;Ja;15.11.2015;Markedsført;Markedsført
437767;;Orfiril;Desitin Arzneimittel GmbH;Natriumvalproat;Enterotablett;150 mg;Beholder av glass;;;100;stk; 76.02 ; 133.40 ; -   ; 133.40 ;C;Rom (15-25 grader);;<ikke angitt>;0000-06564;N03AG01;Ja;01.02.2019;Markedsført;Markedsført
437778;;Adalat Oros;Bayer AB - Solna;Nifedipin;Depottablett;60 mg;Blisterpakning;;;98;stk; 353.58 ; 487.10 ; 339.70 ; 339.70 ;C;Rom (15-25 grader);000196;Nei;0000-07756;C08CA05;Ja;01.08.2018;Markedsført;Markedsført
437803;;Tobramycin B. Braun;B. Braun Melsungen  AG;Tobramycin;Infusjonsvæske, oppløsning;1 mg/ml;Flaske av plast;;10;80;ml; 510.80 ; 687.50 ; -   ; -   ;C;Rom (15-25 grader);;<ikke angitt>;07-4952;J01GB01;Nei;01.09.2011;Markedsført;Kan prisbehandles
437890;;Budesonid Sandoz;Sandoz - København;Budesonid;Nesespray, suspensjon;32 mikrog/dose;Flaske av glass med dosepumpe;;1;120;doser; 45.50 ; 94.30 ; -   ; 94.30 ;C;Rom (15-25 grader);001691;Nei;06-4631;R01AD05;Ja;01.05.2011;Markedsført;Markedsført
437935;;Levact;Astellas Pharma GmbH (1);Bendamustinhydroklorid;Pulver til konsentrat til infusjonsvæske, oppløsning;2,5 mg/ml;Hetteglass;;5;25;mg; 3,064.55 ; 3,943.60 ; -   ; -   ;C;Rom (15-25 grader);002083;Nei;07-5258;L01AA09;Nei;01.12.2015;Markedsført;Markedsført
437967;;Keppra;Farmagon;Levetiracetam;Mikstur, oppløsning;100 mg/ml;Flaske av glass;;;150;ml; 138.35 ; 212.60 ; -   ; 212.60 ;C;Rom (15-25 grader);001883;Ja;13-9424;N03AX14;Ja;01.02.2019;Midlertidig utgått;Kan prisbehandles
438015;;Rocaltrol;2care4 ApS;Kalsitriol;Kapsel, myk;0,25 mikrog;Blisterpakning;;;100;stk; 209.83 ; 303.80 ; -   ; 303.80 ;C;Rom (15-25 grader);000107;Nei;14-10177, 18-12142, 14-10178;A11CC04;Ja;18.02.2015;Har MT, Markedsført;Markedsført
438175;;Dicloxacillin Orion;Orion Corporation - Espoo;Dikloksacillinnatrium;Kapsel, hard;500 mg;Boks av plast;;;100;stk; 530.75 ; 713.00 ; 383.40 ; 383.40 ;C;Rom (15-25 grader);001963;Nei;12-9371;J01CF01;Ja;01.06.2018;Markedsført;Markedsført
438191;;Omeprazol Bluefish;Bluefish Pharmaceuticals AB;Omeprazol;Enterokapsel, hard;20 mg;Blisterpakning;;;100;stk; 394.31 ; 539.00 ; 254.90 ; 254.90 ;C;Rom (15-25 grader);000024;Nei;07-5074;A02BC01;Ja;01.04.2018;Markedsført;Markedsført
438225;;Fampyra;Biogen Netherlands B.V.;Fampridin;Depottablett;10 mg;Flaske;;2;14;stk; 716.34 ; 949.60 ; -   ; -   ;C;Rom (15-25 grader);001887;Nei;EU/1/11/699/001;N07XX07;Nei;01.12.2017;Midlertidig utgått;Midlertidig utgått
438235;;Metadon Nordic Drugs;Nordic Drugs AB;Metadonhydroklorid;Mikstur, oppløsning;140 mg;Flaske av plast;;1;50;ml; 42.32 ; 109.00 ; -   ; -   ;A;Rom (15-25 grader);002054;Nei;14-10166;N07BC02;Nei;05.11.2014;Markedsført;Markedsført
438325;;Efexor Depot;Pfizer AS;Venlafaksinhydroklorid;Depotkapsel, hard;150 mg;Kalenderpakning;;;14;stk; 58.38 ; 110.70 ; 63.00 ; -   ;C;Rom (15-25 grader);000898;Nei;1997-04783;N06AX16;Nei;01.02.2019;Markedsført;Kan prisbehandles
438333;;Efexor Depot;Pfizer AS;Venlafaksinhydroklorid;Depotkapsel, hard;150 mg;Kalenderpakning;;;28;stk; 116.75 ; 185.10 ; 93.70 ; 93.70 ;C;Rom (15-25 grader);000898;Nei;1997-04783;N06AX16;Ja;01.02.2019;Markedsført;Midlertidig utgått
438353;;Natriumklorid Fresenius Kabi;Fresenius Kabi Norge AS - Halden;Natriumklorid;Infusjonsvæske, oppløsning;9 mg/ml;Infusjonsflaske av plast (KabiPac);;10;1000;ml; 111.00 ; 177.80 ; -   ; 177.80 ;C;Rom (15-25 grader);;<ikke angitt>;0000-05846;B05BB01;Ja;19.11.2012;Markedsført;Markedsført
438372;;Precosa;2care4;Saccharomyces boulardii;Kapsel, hard;250 mg;Beholder av glass;;5;10;stk; 188.23 ; 276.20 ; -   ; -   ;C;Rom (15-25 grader);002108;Nei;15-10855;A07FA02;Nei;15.04.2016;Markedsført;Markedsført
438408;;Efexor Depot;Pfizer AS;Venlafaksinhydroklorid;Depotkapsel, hard;75 mg;Kalenderpakning;;;14;stk; 28.63 ; 72.80 ; 50.00 ; -   ;C;Rom (15-25 grader);000686;Nei;1997-04782;N06AX16;Nei;01.02.2019;Markedsført;Kan prisbehandles
438424;;Efexor Depot;Pfizer AS;Venlafaksinhydroklorid;Depotkapsel, hard;75 mg;Kalenderpakning;;;28;stk; 57.27 ; 109.30 ; 66.60 ; 66.60 ;C;Rom (15-25 grader);000686;Nei;1997-04782;N06AX16;Ja;01.02.2019;Markedsført;Midlertidig utgått
438432;;Efexor Depot;Pfizer AS;Venlafaksinhydroklorid;Depotkapsel, hard;75 mg;Kalenderpakning;;;98;stk; 200.43 ; 291.80 ; 142.60 ; 142.60 ;C;Rom (15-25 grader);000686;Nei;1997-04782;N06AX16;Ja;01.02.2019;Markedsført;Markedsført
438457;;Efexor Depot;Pfizer AS;Venlafaksinhydroklorid;Depotkapsel, hard;150 mg;Kalenderpakning;;;98;stk; 378.58 ; 518.90 ; 237.60 ; 237.60 ;C;Rom (15-25 grader);000898;Nei;1997-04783;N06AX16;Ja;01.02.2019;Markedsført;Markedsført
438519;;Asmanex Twisthaler;Merck Sharp & Dohme B.V.;Mometasonfuroat;Inhalasjonspulver;200 mikrog;Inhalator i aluminiumfoliepose;;;60;doser; 131.21 ; 203.50 ; -   ; 203.50 ;C;Rom (15-25 grader);;<ikke angitt>;2001-08363;R03BA07;Ja;01.04.2012;Markedsført;Markedsført
438563;;Topimax;2care4 ApS;Topiramat;Tablett, filmdrasjert;50 mg;Blisterpakning;;;60;stk; 164.75 ; 246.30 ; -   ; 246.30 ;C;Rom (15-25 grader);001260;Ja;17-12056;N03AX11;Ja;21.02.2018;Markedsført;Markedsført
438571;;Asacol;Tillotts Pharma AB (2);Mesalazin;Tablett med modifisert frisetting;1 600 mg;Blisterpakning;;;60;stk; 673.12 ; 894.50 ; -   ; 894.50 ;C;Rom (15-25 grader);;<ikke angitt>;17-11557;A07EC02;Ja;26.11.2018;Markedsført;Markedsført
438591;;Locoid;LEO PHARMA (2);Hydrokortisonbutyrat;Krem;0,1 %;Tube;;;100;g; 71.94 ; 128.00 ; -   ; 128.00 ;C;Rom (15-25 grader);;<ikke angitt>;0000-06156;D07AB02;Ja;01.12.2008;Markedsført;Markedsført
