Article number;Old article number ;Product name;MA-holder;Active substance;Pharmaceutical form;Strength;Package type;Multiple;Packages ;Packsize;Unit; PPP ; PRP ; Stepped price ; Reimbursed price ;Prescription group;Storage;Substitution group;Limited substitution;MA-number;ATC-code;Reimbursed;Date PPP;Marketing status package;MA-status
415941;;Bosentan Accord;Accord Healthcare B.V.;Bosentan;Tablett, filmdrasjert;125 mg;Blisterpakning;;;56;stk;11979.55;15310.2;0;0;C;Rom (15-25 grader);002137;Nei;13-9823;C02KX01;Ja;01.07.2017;Markedsført;Markedsført
416060;;Letrozol Medical Valley;Medical Valley Invest AB;Letrozol;Tablett, filmdrasjert;2,5 mg;Blisterpakning;;;100;stk;1098.39;1436.7;0;0;C;Rom (15-25 grader);001724;Nei;11-8799;L02BG04;Nei;23.01.2019;Har MT;Kontrollert VRS
416209;;Tolura;KRKA, d.d. Novo mesto;Telmisartan;Tablett;40 mg;Blisterpakning;;;98;stk;438.85;595.8;265.7;265.7;C;Rom (15-25 grader);000876;Nei;EU/1/10/632/014;C09CA07;Ja;10.04.2014;Har MT;Kan prisbehandles
416222;;Cozaar Comp;Merck Sharp & Dohme B.V.;Losartankalium, Hydroklortiazid;Tablett, filmdrasjert;50 mg/12,5 mg;Blisterpakning;;;28;stk;53.81;104.9;72.3;72.3;C;Rom (15-25 grader);000244;Nei;1996-01305;C09DA01;Ja;01.08.2018;Markedsført;Midlertidig utgått
416279;;Recofol;Primex Pharmaceuticals Oy;Propofol;Injeksjons-/infusjonsvæske, emulsjon;20 mg/ml;Hetteglass;;10;50;ml;972.45;1276.1;0;0;C;Rom (15-25 grader);001777;Nei;08-6301;N01AX10;Nei;28.03.2014;Midlertidig utgått;Midlertidig utgått
416330;;Steglujan;Merck Sharp & Dohme B.V.;Ertugliflozin, Sitagliptin;Tablett, filmdrasjert;15 mg/100 mg;Blisterpakning;;;98;stk;2031.61;2626.6;0;2626.6;C;Rom (15-25 grader);;<ikke angitt>;EU/1/18/1266/014;A10BD24;Ja;09.05.2018;Markedsført;Markedsført
416412;;Zyloric;Aspen Pharma Trading Limited;Allopurinol;Tablett;300 mg;Boks;;;100;stk;107.42;173.2;0;173.2;C;Rom (15-25 grader);000517;Nei;0000-06216;M04AA01;Ja;15.10.2010;Markedsført;Midlertidig utgått
416446;;Cozaar Comp;Merck Sharp & Dohme B.V.;Losartankalium, Hydroklortiazid;Tablett, filmdrasjert;50 mg/12,5 mg;Blisterpakning;;;98;stk;188.33;276.4;114.9;114.9;C;Rom (15-25 grader);000244;Nei;1996-01305;C09DA01;Ja;01.08.2018;Markedsført;Markedsført
416519;;Zyrona;Orifarm Generics (3);Cyproteronacetat, Etinyløstradiol;Tablett, drasjert;2 mg/35 mikrog;Kalenderpakning;;3;21;stk;78.61;136.5;0;0;C;Rom (15-25 grader);001098;Nei;05-3415;G03HB01;Nei;01.09.2008;Markedsført;Markedsført
416609;;Enbrel;Pfizer Europe MA EEIG (1);Etanercept;Injeksjonsvæske, oppløsning i ferdigfylt penn;25 mg;Ferdigfylt penn;;4;0.5;ml, stk;3890.96;5021.5;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/99/126/023;L04AB01;Ja;12.04.2018;Markedsført;Markedsført
416665;;Eporatio;Ratiopharm GmbH;Epoetin theta;Injeksjonsvæske, oppløsning;4 000 IE/0,5 ml;Ferdigfylt sprøyte;;6;0.5;ml;1158.54;1520.6;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/09/573/032;B03XA01;Ja;03.01.2018;Markedsført;Markedsført
416708;;Ketamin Abcur;Abcur AB;Ketaminhydroklorid;Injeksjonsvæske, oppløsning;50 mg/ml;Ampulle av glass;;10;5;ml;730;985.8;0;0;A;Rom (15-25 grader);;<ikke angitt>;14-10369;N01AX03;Nei;15.07.2016;Markedsført;Markedsført
416733;;Nutriflex Omega Special;B. Braun Melsungen  AG;Glukosemonohydrat, Natriumdihydrogenfosfatdihydrat, Sinkacetatdihydrat, Triglyserider av middels kjedelengde, Soyaolje, renset, Omega-3-syretriglyserider, Isoleucin, Leucin, Lysinhydroklorid, Metionin, Fenylalanin, Treonin, Tryptofan, Valin, Arginin, Histidinhydrokloridmonohydrat, Alanin, Aspartinsyre, Glutaminsyre, Glysin, Prolin, Serin, Natriumhydroksid, Natriumklorid, Natriumacetattrihydrat, Kaliumacetat, Magnesiumacetattetrahydrat, Kalsiumkloriddihydrat;Infusjonsvæske, emulsjon;(ikke angitt);Pose;;5;1250;ml;2375;3064.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;14-10396;B05BA10;Nei;12.04.2018;Markedsført;Markedsført
416779;;Nasacort;Farmagon;Triamcinolonacetonid;Nesespray, suspensjon;55 mikrog;Flaske av plast med dosepumpe;;;120;doser;79.85;138.1;0;138.1;C;Rom (15-25 grader);002273;Nei;18-12160;R01AD11;Ja;24.07.2018;Markedsført;Markedsført
416859;;Duraphat;Colgate Palmolive AS;Natriumfluorid;Dentalvæske, suspensjon;22,6 mg/ml;Tube;;;10;ml;148.93;226.1;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-06174;A01AA01;Nei;15.06.2015;Markedsført;Markedsført
416881;;Gemcitabine Accord;Accord Healthcare B.V.;Gemcitabinhydroklorid;Konsentrat til infusjonsvæske, oppløsning;100 mg/ml;Hetteglass;;1;15;ml;2055.71;2657.3;0;0;C;Rom (15-25 grader);;<ikke angitt>;10-8088;L01BC05;Nei;01.01.2016;Markedsført;Markedsført
416883;;Skinoren;Bayer AB - Solna;Azelainsyre;Krem;20 %;Tube;;;30;g;62.34;115.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-07962;D10AX03;Nei;01.05.2014;Markedsført;Markedsført
416917;;Ultravist;Bayer AB - Solna;Jopromid;Injeksjons-/infusjonsvæske, oppløsning;150 mg I/ml;Flaske av glass;;10;50;ml;1118.7;1462.6;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-07516;V08AB05;Nei;01.06.2009;Markedsført;Markedsført
417007;;Esomeprazol Pensa;Pensa Pharma AB;Esomeprazolnatrium;Enterokapsel, hard;20 mg;Blisterpakning;;;30;stk;67.14;121.9;60.7;60.7;C;Rom (15-25 grader);000031;Nei;15-10901;A02BC05;Ja;01.04.2018;Markedsført;Markedsført
417019;;Propolipid;Fresenius Kabi Norge AS - Halden;Propofol;Injeksjons-/infusjonsvæske, emulsjon i ferdigfylt sprøyte;20 mg/ml;Ferdigfylt sprøyte;;1;50;ml;97.24;160.2;0;0;C;Rom (15-25 grader);001777;Nei;11-8635;N01AX10;Nei;22.07.2014;Har MT;Kan prisbehandles
417112;;Elocom;Orifarm AS;Mometasonfuroat;Krem;0,1 %;Tube;;3;30;g;104.62;169.6;0;169.6;C;Rom (15-25 grader);002079;Nei;15-10714;D07AC13;Ja;22.09.2015;Har MT;Kan prisbehandles
417251;569954;Natriumklorid B. Braun;B. Braun Melsungen AG;Natriumklorid;Infusjonsvæske, oppløsning;9 mg/ml;Plastpose (Ecobag);;10;1000;ml;160;240.3;0;240.3;C;Rom (15-25 grader);;<ikke angitt>;0000-07661;B05BB01;Ja;15.09.2017;Markedsført;Markedsført
417295;;Fluoxetin Mylan;Mylan AB;Fluoksetinhydroklorid;Kapsel, hard;20 mg;Blisterpakning;;;30;stk;137.33;211.3;135.4;135.4;C;Rom (15-25 grader);000652;Nei;1996-01210;N06AB03;Ja;01.03.2011;Markedsført;Markedsført
417307;;Wilate;Octapharma (2);Koagulasjonsfaktor VIII (human), von Willebrandfaktor (human);Pulver og væske til injeksjonsvæske, oppløsning;500 IE/500 IE;Hetteglass;;;;;2730.39;3534.6;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;10-8036;B02BD06;Ja;01.06.2015;Markedsført;Markedsført
417463;;Buventol Easyhaler;Orion Corporation - Espoo;Salbutamolsulfat;Inhalasjonspulver;200 mikrog/dose;Inhalator med beskyttelseshylster;;;60;doser;35.58;81.6;0;81.6;C;Rom (15-25 grader);;<ikke angitt>;1994-02764;R03AC02;Ja;01.07.2018;Markedsført;Kan prisbehandles
417526;;Aripiprazole Mylan Pharma;Mylan S.A.S.;Aripiprazol;Tablett;10 mg;Blisterpakning;;;28;stk;403.27;550.4;0;550.4;C;Rom (15-25 grader);001320;Nei;EU/1/15/1005/005;N05AX12;Ja;01.01.2019;Markedsført;Markedsført
417624;016842;Terbinafin Hexal;Hexal A/S;Terbinafinhydroklorid;Tablett;250 mg;Boks av plast;;;98;stk;1077;1409.4;716.4;716.4;C;Rom (15-25 grader);000282;Nei;04-2919;D01BA02;Ja;01.10.2015;Markedsført;Markedsført
417647;;Metadon Nordic Drugs;Nordic Drugs AB;Metadonhydroklorid;Mikstur, oppløsning;20 mg;Flaske av plast;;7;50;ml;232.61;351.6;0;0;A;Rom (15-25 grader);002038;Nei;14-10149;N07BC02;Nei;05.11.2014;Markedsført;Markedsført
417832;;Ziagen;ViiV Healthcare BV;Abakavir;Tablett, filmdrasjert;300 mg;Blisterpakning;;;60;stk;2096.81;2709.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/99/112/001;J05AF06;Ja;01.01.2016;Markedsført;Markedsført
417850;;Glucos Fresenius Kabi;Fresenius Kabi Norge AS - Halden;Glukosemonohydrat;Infusjonsvæske, oppløsning;50 mg/ml;Plastpose (Freeflex med nålefri port);;20;500;ml;197;287.4;0;287.4;C;Rom (15-25 grader);;<ikke angitt>;0000-05841;B05BA03;Ja;19.11.2012;Markedsført;Kan prisbehandles
417853;;Ezetrol;Orifarm AS;Ezetimib;Tablett;10 mg;Blisterpakning;;;28;stk;286.05;401;109.6;109.6;C;;001575;Nei;18-12275, 17-11887;C10AX09;Ja;01.08.2018;Markedsført;Kan prisbehandles
417898;;Hypotron;Brancaster Pharma Ltd.;Midodrinhydroklorid;Tablett;5 mg;Blisterpakning;;;100;stk;812.67;1072.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;17-11847;C01CA17;Nei;29.10.2018;Markedsført;Markedsført
418043;;Pradaxa;Boehringer Ingelheim International GmbH;Dabigatran eteksilat;Kapsel, hard;150 mg;Blisterpakning, endose;3;60;1;stk;1719.25;2228.3;0;2228.3;C;Rom (15-25 grader);001998;Nei;EU/1/08/442/012;B01AE07;Ja;01.06.2018;Markedsført;Markedsført
418119;;Lemilvo;Actavis Group PTC ehf;Aripiprazol;Tablett;5 mg;Blisterpakning;;;56;stk;800.98;1057.5;682.6;682.6;C;Rom (15-25 grader);001551;Nei;14-10138;N05AX12;Ja;01.01.2019;Midlertidig utgått;Midlertidig utgått
418122;;Dexametason Abcur;Abcur AB;Deksametason;Tablett;4 mg;Blisterpakning;;;20;stk;172.7;256.4;0;256.4;C;Rom (15-25 grader);;<ikke angitt>;11-8816;H02AB02;Ja;01.12.2018;Markedsført;Midlertidig utgått
418179;;Orkambi;Vertex Pharmaceuticals (Ireland) Limited;Lumakaftor, Ivakaftor;Tablett, filmdrasjert;200 mg/125 mg;Blisterpakning;;4;28;stk;111368.06;142030.5;0;0;C;Rom (15-25 grader);002196;Nei;EU/1/15/1059/001;R07AX30;Ja;01.07.2018;Markedsført;Markedsført
418269;;Methotrexate Teva;Teva Sweden AB;Metotreksat;Konsentrat til infusjonsvæske;100 mg/ml;Hetteglass;;10;10;ml;6847.45;8766.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-06997;L01BA01;Nei;01.12.2017;Markedsført;Midlertidig utgått
418400;;Methotrexate Teva;Teva Sweden AB;Metotreksat;Konsentrat til infusjonsvæske;100 mg/ml;Hetteglass;;10;50;ml;34237.25;43688.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-06997;L01BA01;Nei;01.12.2017;Markedsført;Midlertidig utgått
418435;;Copegus;Orifarm AS;Ribavirin;Tablett, filmdrasjert;400 mg;Boks av plast;;;56;stk;2279.37;2942.4;0;0;C;Rom (15-25 grader);001672;Nei;15-10889;J05AP01;Ja;16.03.2016;Midlertidig utgått;Midlertidig utgått
418464;;Cialis;Orifarm AS;Tadalafil;Tablett, filmdrasjert;10 mg;Blisterpakning;;;4;stk;324.25;449.7;120.6;0;C;Rom (15-25 grader);000906;Nei;17-11797;G04BE08;Nei;28.11.2017;Markedsført;Markedsført
418466;;Clarithromycin Accord;Accord Healthcare B.V.;Klaritromycin;Tablett, filmdrasjert;500 mg;Blisterpakning;;;14;stk;94.6;156.9;139;139;C;Rom (15-25 grader);000804;Nei;16-11073;J01FA09;Ja;18.09.2018;Markedsført;Markedsført
418560;;Simvastatin Sandoz;Sandoz - København;Simvastatin;Tablett, filmdrasjert;40 mg;Blisterpakning;;;30;stk;121.8;191.5;95.1;95.1;C;Rom (15-25 grader);000253;Nei;05-3625;C10AA01;Ja;01.08.2018;Markedsført;Markedsført
418642;;Kineret;Swedish Orphan Biovitrum International AB;Anakinra;Injeksjonsvæske, oppløsning;100 mg/0,67 ml;Ferdigfylt sprøyte;;7;0.67;ml;1810.29;2355.7;0;0;C;Kaldt (2-8 grader);001872;Nei;EU/1/02/203/006;L04AC03;Ja;23.07.2018;Markedsført;Markedsført
418673;;Diprosalic;Merck Sharp & Dohme B.V.;Betametasondipropionat, Salisylsyre;Salve;0,5 mg/g/30 mg/g;Tube;;;100;g;96.98;159.9;0;159.9;C;Rom (15-25 grader);;<ikke angitt>;0000-06658;D07XC01;Ja;27.10.2016;Markedsført;Markedsført
418731;;Mesasal;Sanofi-aventis Norge (3);Mesalazin;Stikkpille;500 mg;Eske;;;60;stk;298.18;416.4;0;416.4;C;Rom (15-25 grader);001736;Nei;0000-07936;A07EC02;Ja;01.04.2018;Markedsført;Markedsført
418746;;bicaVera 1,5% glukose 1,75 mmol Ca/l;Fresenius Medical Care Deutschland GmbH;Natriumklorid, Natriumhydrogenkarbonat, Kalsiumkloriddihydrat, Magnesiumkloridheksahydrat, Glukosemonohydrat;Peritonealdialysevæske i tokammerpose;(ikke angitt);Tokammerpose sleep safe;;4;3000;ml;670.8;891.5;0;0;C;Rom (15-25 grader);;<ikke angitt>;2001-08305;B05DB;Nei;01.06.2017;Markedsført;Markedsført
418981;;Desloratadine Actavis;Actavis Group PTC ehf (2);Desloratadin;Tablett, filmdrasjert;5 mg;Blisterpakning;;;100;stk;87.49;147.8;147.8;147.8;C;Rom (15-25 grader);000772;Nei;EU/1/11/745/009;R06AX27;Ja;01.07.2018;Har MT;Kan prisbehandles
419098;;Vipidia;Takeda Pharma AS;Alogliptin;Tablett, filmdrasjert;25 mg;Blisterpakning;;;98;stk;811.81;1071.3;0;1071.3;C;Rom (15-25 grader);;<ikke angitt>;EU/1/13/844/026;A10BH04;Ja;15.04.2016;Har MT;Kan prisbehandles
419145;;Acitretin Orifarm;Orifarm Generics A/S;Acitretin;Kapsel, hard;10 mg;Blisterpakning;;;100;stk;453.83;614.9;0;614.9;C;Rom (15-25 grader);000892;Nei;15-10784;D05BB02;Ja;23.10.2017;Markedsført;Markedsført
419242;;Etalpha;LEO Pharma;Alfakalsidol;Kapsel, myk;0,25 mikrog;Blisterpakning;;;100;stk;158.51;238.4;0;238.4;C;Rom (15-25 grader);000102;Nei;0000-06466;A11CC03;Ja;01.08.2009;Markedsført;Markedsført
419270;;Targin;Orifarm AS;Oksykodonhydroklorid, Naloksonhydroklorid;Depottablett;10 mg/5 mg;Blisterpakning;;;98;stk;452.76;632.3;0;632.3;A;Rom (15-25 grader);002287;Nei;18-12403;N02AA55;Ja;01.01.2019;Markedsført;Markedsført
419309;;Etalpha;LEO Pharma;Alfakalsidol;Kapsel, myk;1 mikrog;Blisterpakning;;;100;stk;579.86;775.6;0;775.6;C;Rom (15-25 grader);000104;Nei;0000-06413;A11CC03;Ja;01.08.2009;Midlertidig utgått;Midlertidig utgått
419396;;Cipralex;2care4 ApS;Escitalopramoksalat;Dråper, oppløsning;20 mg/ml;Flaske av mørkt glass med dråpeinnsats;;;15;ml;195;284.9;0;284.9;C;Rom (15-25 grader);002121;Nei;18-12157, 16-11106;N06AB10;Ja;01.02.2019;Har MT, Markedsført;Markedsført
419648;;Terra-Cortril Polymyxin B;PFIZER AS;Oksytetrasyklinhydroklorid, Hydrokortisonacetat, Polymyksin B sulfat;Øredråper, suspensjon;(ikke angitt);Tube;;;15;ml;114.93;182.8;0;0;C;Rom (15-25 grader);;<ikke angitt>;0000-07184;S03CA04;Nei;15.03.2011;Markedsført;Markedsført
419668;;Celebrex;Orifarm AS;Celekoksib;Kapsel, hard;200 mg;Blisterpakning;;;30;stk;189.13;277.4;0;277.4;C;Rom (15-25 grader);001583;Nei;15-10639;M01AH01;Ja;01.09.2015;Markedsført;Markedsført
419735;;Clopidogrel Amneal;Amneal Pharma Europe Limited;Klopidogrel;Tablett, filmdrasjert;75 mg;Boks;;;100;stk;386.34;528.8;346.2;346.2;C;Rom (15-25 grader);000959;Nei;08-6247;B01AC04;Ja;06.09.2018;Markedsført;Markedsført
419738;;Bisoprolol Vitabalans;Vitabalans Oy;Bisoprololfumarat;Tablett;10 mg;Blisterpakning;;;100;stk;150.21;227.8;138.9;138.9;C;Rom (15-25 grader);001635;Nei;06-4421;C07AB07;Ja;15.04.2011;Markedsført;Markedsført
419749;;Advate;Baxter AG;Octocog alfa;Pulver og væske til injeksjonsvæske, oppløsning;1500 IE;Hetteglass;;;;;8887.24;11423;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;EU/1/03/271/020;B02BD02;Ja;01.05.2017;Markedsført;Markedsført
419754;;Captopril Mylan;Mylan AB;Kaptopril;Tablett;25 mg;Boks av plast;;;200;stk;228.17;327.2;0;327.2;C;Rom (15-25 grader);000205;Nei;0000-08072;C09AA01;Ja;15.12.2003;Markedsført;Markedsført
419820;;Crixivan;Merck Sharp & Dohme B.V. (1);Indinavir;Kapsel, hard;400 mg;Boks av plast;;;180;stk;2394;3088.6;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/96/024/005;J05AE02;Ja;04.06.1999;Markedsført;Markedsført
419838;;Cystagon;Orphan Europe SARL;Cysteaminbitartrat;Kapsel, hard;150 mg;Boks av plast;;;100;stk;2054.53;2655.8;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/97/039/003;A16AA04;Nei;15.06.2016;Midlertidig utgått;Midlertidig utgått
419937;;Cystagon;Orphan Europe SARL;Cysteaminbitartrat;Kapsel, hard;50 mg;Boks av plast;;;100;stk;751.66;994.6;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/97/039/001;A16AA04;Nei;15.06.2016;Midlertidig utgått;Midlertidig utgått
419952;;Dermovat;GlaxoSmithKline AS;Klobetasolpropionat;Oppløsning;0,5 mg/ml;Flaske;;;100;ml;101.75;166;0;166;C;Rom (15-25 grader);001983;Nei;0000-07200;D07AD01;Ja;15.07.2016;Markedsført;Markedsført
419967;;Rivotril;2care4 ApS;Klonazepam;Tablett;2 mg;Blisterpakning;;;90;stk;51.45;120.6;0;120.6;B;Rom (15-25 grader);000550;Nei;17-11981;N03AE01;Ja;21.02.2018;Markedsført;Markedsført
420079;;Natriumklorid B. Braun;B. Braun Melsungen AG;Natriumklorid;Infusjonsvæske, oppløsning;9 mg/ml;Beholder av plast (Ecoflac plus);;20;50;ml;156.9;236.3;0;236.3;C;Rom (15-25 grader);;<ikke angitt>;0000-07661;B05BB01;Ja;01.08.2011;Markedsført;Markedsført
420176;;Genvoya;Gilead Sciences Ireland UC;Elvitegravir, Kobicistat, Emtricitabin, Tenofoviralafenamid;Tablett, filmdrasjert;(ikke angitt);Flaske;;;30;stk;8826.67;11290.3;0;0;C;Rom (15-25 grader);002242;Nei;EU/1/15/1061/001;J05AR18;Ja;01.05.2018;Markedsført;Markedsført
420343;;Oprymea;KRKA, d.d. Novo mesto;Pramipeksol;Depottablett;1,57 mg;Blisterpakning;;;100;stk;1420.4;1847.3;689.9;689.9;C;Rom (15-25 grader);002000;Nei;EU/1/08/469/041;N04BC05;Ja;01.06.2014;Markedsført;Markedsført
420364;;Captopril Mylan;Mylan AB;Kaptopril;Tablett;50 mg;Boks av plast;;;200;stk;369.36;507.2;0;507.2;C;Rom (15-25 grader);000206;Nei;0000-08073;C09AA01;Ja;15.12.2003;Markedsført;Markedsført
420471;;Fragmin;Pfizer AS;Dalteparinnatrium;Injeksjonsvæske, oppløsning;12 500 IE anti-Xa/ml;Ferdigfylt sprøyte;;10;0.2;ml;181.06;267.1;0;267.1;C;Rom (15-25 grader);;<ikke angitt>;0000-07373;B01AB04;Ja;01.06.2018;Markedsført;Markedsført
420497;;Fragmin;Pfizer AS;Dalteparinnatrium;Injeksjonsvæske, oppløsning;25 000 IE anti-Xa/ml;Ferdigfylt sprøyte;;10;0.2;ml;288.91;404.6;0;404.6;C;Rom (15-25 grader);;<ikke angitt>;0000-07374;B01AB04;Ja;01.06.2018;Markedsført;Markedsført
420550;;Glucos Fresenius Kabi;Fresenius Kabi Norge AS - Halden;Glukosemonohydrat;Infusjonsvæske, oppløsning;50 mg/ml;Plastpose (Freeflex med nålefri port);;10;1000;ml;115;182.9;0;182.9;C;Rom (15-25 grader);;<ikke angitt>;0000-05841;B05BA03;Ja;19.11.2012;Markedsført;Kan prisbehandles
420579;;Fostimon Set;IBSA Farmaceutici Italia S.r.l.;Urofollitropin;Pulver og væske til injeksjonsvæske, oppløsning;150 IU;sett;;;;;2977.4;3832.4;0;0;C;Rom (15-25 grader);;<ikke angitt>;11-8470;G03GA04;Nei;20.05.2015;Markedsført;Markedsført
420619;;Enanton Depot Dual;Orion Corporation - Espoo;Leuprorelinacetat;Pulver og væske til injeksjonsvæske, suspensjon i ferdigfylt sprøyte;3,75 mg;Tokammersprøyte;;1;3.75;mg;1003.23;1315.4;0;1315.4;C;Rom (15-25 grader);;<ikke angitt>;05-3192;L02AE02;Ja;01.09.2018;Markedsført;Markedsført
420664;;bicaVera 2,3 % glukose, 1,25 mmol/l kalsium;Fresenius Medical Care Deutschland GmbH;Kalsiumkloriddihydrat, Glukosemonohydrat, Magnesiumkloridheksahydrat, Natriumklorid, Natriumhydrogenkarbonat;Peritonealdialysevæske;(ikke angitt);Tokammerpose stay safe;;4;2000;ml;792;1046.1;0;0;C;Rom (15-25 grader);;<ikke angitt>;15-10630;B05DB;Nei;23.07.2018;Markedsført;Markedsført
421023;;Enalapril Sandoz;Sandoz GmbH;Enalaprilmaleat;Tablett;5 mg;Blisterpakning;;;30;stk;14.21;54.4;54.4;54.4;C;Rom (15-25 grader);000210;Nei;02-1316;C09AA02;Ja;01.04.2011;Markedsført;Markedsført
421061;;Atosiban Stragen;Stragen Nordic A/S;Atosiban;Konsentrat til infusjonsvæske, oppløsning;37,5 mg/5 ml;Hetteglass;;1;5;ml;776.94;1031.7;0;0;C;Kaldt (2-8 grader);001959;Nei;14-10197;G02CX01;Nei;15.12.2016;Markedsført;Markedsført
421113;;Olanzapine Teva;Teva B.V.;Olanzapin;Tablett, filmdrasjert;2,5 mg;Blisterpakning;;;28;stk;109.74;176.2;89.3;89.3;C;Rom (15-25 grader);001542;Nei;EU/1/07/427/001;N05AH03;Ja;01.01.2019;Markedsført;Markedsført
421120;;Rosuvastatin Xiromed;Medical Valley Invest AB;Rosuvastatin;Tablett, filmdrasjert;5 mg;Blisterpakning;;;100;stk;411.36;560.7;0;0;C;;001843;Nei;17-11539;C10AA07;Nei;01.08.2018;Markedsført;Kan prisbehandles
421180;;Cordarone;Sanofi-aventis Norge (3);Amiodaronhydroklorid;Tablett;100 mg;Blisterpakning;;;30;stk;48.39;97.9;0;97.9;C;Rom (15-25 grader);001243;Nei;0000-07617;C01BD01;Ja;15.12.2017;Markedsført;Markedsført
421243;;Alutard SQ Vepsegift;ALK-Abelló AS;;;<multi>;Hetteglass;;;5;ml;3577.87;4620.4;0;0;C;Kaldt (2-8 grader);;<ikke angitt>;17-11861;V01AA07;Nei;15.03.2018;Markedsført;Markedsført
421247;;Nitrolingual;Orifarm AS;Glyseroltrinitrat;Munnspray;0,4 mg/dose;Flaske av glass med spraypumpe;;;200;doser;63.02;116.6;0;116.6;C;Rom (15-25 grader);002027;Nei;14-10364, 14-10361;C01DA02;Ja;18.12.2014;Har MT;Kan prisbehandles
421373;;Oxis Turbuhaler;AstraZeneca;Formoterolfumaratdihydrat;Inhalasjonspulver;4,5 mikrog/dose;Inhalator;;3;60;doser;413.73;563.8;0;563.8;C;Rom (15-25 grader);000731;Nei;1996-01295;R03AC13;Ja;01.02.2016;Markedsført;Markedsført
421434;;Atorvastatin Xiromed ;Medical Valley Invest AB;Atorvastatin;Tablett, filmdrasjert;40 mg;Blisterpakning;;;98;stk;278.19;390.9;114.7;114.7;C;Rom (15-25 grader);000269;Nei;16-11468;C10AA05;Ja;01.08.2018;Markedsført;Markedsført
421602;;Cardizem Retard;Pfizer AS;Diltiazemhydroklorid;Depottablett;120 mg;Blisterpakning, endose;;;49;stk;108.47;174.5;0;174.5;C;Rom (15-25 grader);;<ikke angitt>;0000-07612;C08DB01;Ja;01.05.2010;Markedsført;Midlertidig utgått
421884;;Cotareg;Orifarm AS;Valsartan, Hydroklortiazid;Tablett, filmdrasjert;320 mg/12,5 mg;Kalenderpakning;;;98;stk;799.7;1055.9;423.8;423.8;C;Rom (15-25 grader);001759;Nei;17-11502;C09DA03;Ja;01.08.2018;Markedsført;Markedsført
421988;;Oprymea;KRKA, d.d. Novo mesto;Pramipeksol;Depottablett;0,52 mg;Blisterpakning;;;10;stk;74.39;131.1;0;131.1;C;Rom (15-25 grader);001978;Nei;EU/1/08/469/030;N04BC05;Ja;01.06.2014;Midlertidig utgått;Midlertidig utgått
422014;;Cosopt;2care4;Dorzolamidhydroklorid, Timololmaleat;Øyedråper, oppløsning;20 mg/ml/5 mg/ml;Flaske av plast med dråpespiss;;3;5;ml;218.09;314.3;180.3;180.3;C;Rom (15-25 grader);001220;Nei;11-8767;S01ED51;Ja;01.11.2018;Markedsført;Markedsført
422022;;Seloken;AstraZeneca;Metoprololtartrat;Injeksjonsvæske, oppløsning;1 mg/ml;Ampulle av glass;;5;5;ml;51.91;102.4;0;102.4;C;Rom (15-25 grader);;<ikke angitt>;0000-06708;C07AB02;Ja;01.08.2018;Markedsført;Markedsført
422081;;Briviact;UCB Pharma SA;Brivaracetam;Injeksjons-/infusjonsvæske, oppløsning;10 mg/ml;Hetteglass;;10;5;ml;2674.9;3446.7;0;0;C;Rom (15-25 grader);;<ikke angitt>;EU/1/15/1073/022;N03AX23;Nei;14.03.2016;Markedsført;Markedsført
422099;;Dasselta;KRKA Sverige AB;Desloratadin;Tablett, filmdrasjert;5 mg;Blisterpakning;;;10;stk;14.78;55.1;55.1;0;C;Rom (15-25 grader);000772;Nei;EU/1/11/739/002;R06AX27;Nei;01.07.2018;Har MT;Kan prisbehandles
422162;;Nitrolingual;G. Pohl-Boskamp GmbH & Co.;Glyseroltrinitrat;Sublingvalspray;0,4 mg/dose;Flaske av glass med spraypumpe;;;200;doser;63.02;116.6;0;116.6;C;Rom (15-25 grader);002027;Nei;0000-07089;C01DA02;Ja;01.05.2013;Markedsført;Markedsført
422179;;Temozolomide SUN;Sun Pharmaceutical - Nederland;Temozolomid;Kapsel, hard;140 mg;Blisterpakning, endose;;20;1;stk;7620.96;9753;0;0;C;;001662;Nei;EU/1/11/697/020;L01AX03;Nei;05.02.2018;Har MT;Kan prisbehandles
