Regnr;Artikelnaam;Maximumprijs;Eenheid
112535//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
116397//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
120578//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
121199//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
121695//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
122121//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
122420//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
122757//33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
33735;SEREVENT AEROSOL 25MCG/DO CFKVR SPBS 120DO + INH;0,207228;DOSIS
103931//18150;SEREVENT DISKUS INHPDR 50MCG 60DO;0,469974;DOSIS
105277//18150;SEREVENT DISKUS INHPDR 50MCG 60DO;0,469974;DOSIS
115245//18150;SEREVENT DISKUS INHPDR 50MCG 60DO;0,469974;DOSIS
119948//18150;SEREVENT DISKUS INHPDR 50MCG 60DO;0,469974;DOSIS
123208//18150;SEREVENT DISKUS INHPDR 50MCG 60DO;0,469974;DOSIS
18150;SEREVENT DISKUS INHPDR 50MCG 60DO;0,469974;DOSIS
121460//20826;SEROQUEL TABLET FILMOMHULD 25MG;0,263541;STUK
20826;SEROQUEL TABLET FILMOMHULD 25MG;0,263541;STUK
122562//20827;SEROQUEL TABLET FILMOMHULD 100MG;0,688190;STUK
20827;SEROQUEL TABLET FILMOMHULD 100MG;0,688190;STUK
20828;SEROQUEL TABLET FILMOMHULD 200MG;0,840441;STUK
25603;SEROQUEL TABLET FILMOMHULD 300MG;1,152808;STUK
119884//34625;SEROQUEL XR TABLET MVA 50MG;0,445155;STUK
122299//34625;SEROQUEL XR TABLET MVA 50MG;0,445155;STUK
122371//34625;SEROQUEL XR TABLET MVA 50MG;0,445155;STUK
123713//34625;SEROQUEL XR TABLET MVA 50MG;0,445155;STUK
34625;SEROQUEL XR TABLET MVA 50MG;0,445155;STUK
102408;SEROQUEL XR TABLET MVA 150MG;0,751184;STUK
118244//102408;SEROQUEL XR TABLET MVA 150MG;0,751184;STUK
122569//102408;SEROQUEL XR TABLET MVA 150MG;0,751184;STUK
110767//34626;SEROQUEL XR TABLET MVA 200MG;0,817662;STUK
122527//34626;SEROQUEL XR TABLET MVA 200MG;0,817662;STUK
122570//34626;SEROQUEL XR TABLET MVA 200MG;0,817662;STUK
34626;SEROQUEL XR TABLET MVA 200MG;0,817662;STUK
110768//34627;SEROQUEL XR TABLET MVA 300MG;1,074133;STUK
121139//34627;SEROQUEL XR TABLET MVA 300MG;1,074133;STUK
122528//34627;SEROQUEL XR TABLET MVA 300MG;1,074133;STUK
34627;SEROQUEL XR TABLET MVA 300MG;1,074133;STUK
110770//34628;SEROQUEL XR TABLET MVA 400MG;1,430615;STUK
121140//34628;SEROQUEL XR TABLET MVA 400MG;1,430615;STUK
34628;SEROQUEL XR TABLET MVA 400MG;1,430615;STUK
115961//20557;SEROXAT SUSPENSIE 2MG/ML;0,103943;ML
120558//20557;SEROXAT SUSPENSIE 2MG/ML;0,103943;ML
20557;SEROXAT SUSPENSIE 2MG/ML;0,103943;ML
14668;SEROXAT TABLET FILMOMHULD 20MG;0,189359;STUK
27135;SEROXAT TABLET FILMOMHULD 30MG;0,280573;STUK
33644;SERTRALINE AUROBINDO TABLET FILMOMHULD 100MG;0,365302;STUK
101124;SERTRALINE BLUEFISH TABLET FILMOMHULD 100MG;0,365302;STUK
32678;SERTRALINE MYLAN TABLET FILMOMHULD 50MG;0,239706;STUK
32679;SERTRALINE MYLAN TABLET FILMOMHULD 100MG;0,365302;STUK
28402;SERTRALINE PCH TABLET FILMOMHULD 100MG;0,365302;STUK
30288;SERTRALINE RANBAXY TABLET FILMOMHULD 50MG;0,239706;STUK
31054;SERTRALINE SANDOZ TABLET FILMOMHULD 50MG;0,239706;STUK
28401;SERTRALINE TEVA TABLET FILMOMHULD 50MG;0,239706;STUK
119580;SEVELAMEERCARBONAAT AUROBINDO PDR V SUSP 2,4G SACH;2,748986;STUK
117860;SEVELAMEERCARBONAAT SANDOZ PDR V SUSP 2,4G SACHET;2,748986;STUK
112714;SEVELAMER‐CARBONAAT GENTHON TABLET FILMOMH 800MG;0,812363;STUK
106667;SEVIKAR HCT TABLET FILMOMHULD 20/ 5/12,5MG;0,645062;STUK
106671;SEVIKAR HCT TABLET FILMOMHULD 40/ 5/12,5MG;0,694918;STUK
117748//106671;SEVIKAR HCT TABLET FILMOMHULD 40/ 5/12,5MG;0,694918;STUK
106673;SEVIKAR HCT TABLET FILMOMHULD 40/ 5/25MG;0,695296;STUK
106672;SEVIKAR HCT TABLET FILMOMHULD 40/10/12,5MG;0,740391;STUK
122699//106672;SEVIKAR HCT TABLET FILMOMHULD 40/10/12,5MG;0,740391;STUK
106674;SEVIKAR HCT TABLET FILMOMHULD 40/10/25MG;0,737509;STUK
122687//106674;SEVIKAR HCT TABLET FILMOMHULD 40/10/25MG;0,737509;STUK
100984;SEVIKAR TABLET FILMOMHULD 20/ 5MG;0,538150;STUK
113983//100984;SEVIKAR TABLET FILMOMHULD 20/ 5MG;0,538150;STUK
124280//100984;SEVIKAR TABLET FILMOMHULD 20/ 5MG;0,538150;STUK
100986;SEVIKAR TABLET FILMOMHULD 40/ 5MG;0,567665;STUK
113934//100986;SEVIKAR TABLET FILMOMHULD 40/ 5MG;0,567665;STUK
124279//100986;SEVIKAR TABLET FILMOMHULD 40/ 5MG;0,567665;STUK
100987;SEVIKAR TABLET FILMOMHULD 40/10MG;0,601883;STUK
113919//100987;SEVIKAR TABLET FILMOMHULD 40/10MG;0,601883;STUK
124282//100987;SEVIKAR TABLET FILMOMHULD 40/10MG;0,601883;STUK
10579;SIBELIUM TABLET 10MG;0,345100;STUK
EU/1/97/050/001;SIFROL TABLET 0,125MG (0,088MG BASE);0,214337;STUK
EU/1/97/050/002;SIFROL TABLET 0,125MG (0,088MG BASE);0,214337;STUK
EU/1/97/050/005;SIFROL TABLET 1MG (0,7MG BASE);0,770567;STUK
EU/1/97/050/006;SIFROL TABLET 1MG (0,7MG BASE);0,770567;STUK
EU/1/97/050/014;SIFROL TABLET MVA 0,375MG (0,26MG BASE);0,417654;STUK
EU/1/97/050/020;SIFROL TABLET MVA 1,5MG (1,05MG BASE);1,541523;STUK
EU/1/97/050/029;SIFROL TABLET MVA 2,25MG (1,57MG BASE);3,023203;STUK
EU/1/97/050/023;SIFROL TABLET MVA 3MG (2,1MG BASE);2,966174;STUK
EU/1/97/050/026;SIFROL TABLET MVA 4,5MG (3,15MG BASE);6,035484;STUK
EU/1/12/753/011;SIGNIFOR INJVLST 0,9MG/ML AMPUL 1ML;67,356902;ML
EU/1/07/397/002;SIKLOS TABLET FILMOMHULD 100MG;1,726565;STUK
EU/1/07/397/001;SIKLOS TABLET FILMOMHULD 1000MG;18,885118;STUK
16330;SILKIS ZALF 3MCG/G;0,294220;G
32295//16330;SILKIS ZALF 3MCG/G;0,294220;G
EU/1/09/607/004;SILODYX CAPSULE 4MG;0,384366;STUK
EU/1/09/607/011;SILODYX CAPSULE 8MG;0,341795;STUK
EU/1/14/933/001;SIMBRINZA OOGDRUPPELS FLACON 5ML;2,643631;ML
EU/1/14/933/002;SIMBRINZA OOGDRUPPELS FLACON 5ML;2,643631;ML
EU/1/09/546/001;SIMPONI INJVLST 100MG/ML PEN 0,5ML;1040,611148;STUK
EU/1/09/546/003;SIMPONI INJVLST 100MG/ML WWSP 0,5ML;1040,611148;STUK
EU/1/98/084/001;SIMULECT INFUSIEPOEDER FLACON 20MG + SOLV 5ML;957,438572;STUK
27556;SIMVASTATINE APOTEX TABLET FILMOMHULD 10MG;0,106876;STUK
27557;SIMVASTATINE APOTEX TABLET FILMOMHULD 20MG;0,144560;STUK
27558;SIMVASTATINE APOTEX TABLET FILMOMHULD 40MG;0,168903;STUK
28507;SIMVASTATINE CF TABLET FILMOMHULD 10MG;0,106876;STUK
28508;SIMVASTATINE CF TABLET FILMOMHULD 20MG;0,144560;STUK
28509;SIMVASTATINE CF TABLET FILMOMHULD 40MG;0,168903;STUK
33009;SIMVASTATINE SANDOZ TABLET FILMOMHULD 10MG;0,106876;STUK
33011;SIMVASTATINE SANDOZ TABLET FILMOMHULD 40MG;0,168903;STUK
107356;SIMVASTATINE TEVA TABLET FILMOMHULD 10MG;0,106876;STUK
107357;SIMVASTATINE TEVA TABLET FILMOMHULD 20MG;0,144560;STUK
107358;SIMVASTATINE TEVA TABLET FILMOMHULD 40MG;0,168903;STUK
107627//8740;SINEMET 125 TABLET 100/25MG;0,131746;STUK
110971//8740;SINEMET 125 TABLET 100/25MG;0,131746;STUK
120455//8740;SINEMET 125 TABLET 100/25MG;0,131746;STUK
8740;SINEMET 125 TABLET 100/25MG;0,131746;STUK
118807//6707;SINEMET 275 TABLET 250/25MG;0,253729;STUK
121808//6707;SINEMET 275 TABLET 250/25MG;0,253729;STUK
6707;SINEMET 275 TABLET 250/25MG;0,253729;STUK
108381//15175;SINEMET CR 125 TABLET MGA 100/25MG;0,184222;STUK
109322//15175;SINEMET CR 125 TABLET MGA 100/25MG;0,184222;STUK
15175;SINEMET CR 125 TABLET MGA 100/25MG;0,184222;STUK
13706;SINEMET CR 250 TABLET MGA 200/50MG;0,269363;STUK
5908;SINEQUAN CAPSULE 25MG;2,298425;STUK
6059;SINEQUAN CAPSULE 50MG;3,651237;STUK
104604;SINGULAIR GRANULAAT 4MG IN SACHET;0,506763;STUK
25800;SINGULAIR KAUWTABLET 4MG;0,449652;STUK
23165;SINGULAIR KAUWTABLET 5MG;0,437282;STUK
118585//23164;SINGULAIR TABLET OMHULD 10MG;0,453148;STUK
23164;SINGULAIR TABLET OMHULD 10MG;0,453148;STUK
10036;SIRDALUD TABLET 2MG;0,098030;STUK
10037;SIRDALUD TABLET 4MG;0,235266;STUK
112909;SIROCTID INJVLST 0,05MG/ML WWSP 1ML;5,472010;ML
112910;SIROCTID INJVLST 0,1MG/ML WWSP 1ML;8,369166;ML
112911;SIROCTID INJVLST 0,5MG/ML WWSP 1ML;43,052832;ML
EU/1/15/991/001;SIVEXTRO TABLET FILMOMHULD 200MG;177,067937;STUK
116462;SOFTACOR OOGDRUPPELS 3,35MG/ML MINIM 0,4ML;0,945899;ML
EU/1/07/393/001;SOLIRIS INFVLST CONC 10MG/ML FLACON 30ML;146,691334;ML
608;SOLU CORTEF INJECTIEPOEDER FLACON 100MG;2,161837;STUK
14871;SOLU CORTEF INJPDR 100MG + 2ML SOLV IN ACT O VIAL;2,161837;STUK
5302;SOLU MEDROL INJPDR FLAC 40MG+1ML SOLV IN MIXOVIAL;2,417313;STUK
11324;SOMATOSTATINE EUMEDICA INFPDR FLACON 3MG +SOLV 1ML;88,807500;STUK
119208//26301;SOMATULINE AUTOSOLUTION 60 INJ 300MG/ML WWS 0,2ML;4217,113846;ML
119888//26301;SOMATULINE AUTOSOLUTION 60 INJ 300MG/ML WWS 0,2ML;4217,113846;ML
26301;SOMATULINE AUTOSOLUTION 60 INJ 300MG/ML WWS 0,2ML;4217,113846;ML
111542//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
117911//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
119207//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
119889//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
119891//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
120166//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
120731//26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
26302;SOMATULINE AUTOSOLUTION 90 INJ 300MG/ML WWS 0,3ML;4217,113846;ML
111702//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
117910//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
118453//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
119206//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
119879//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
119892//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
120168//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
120433//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
120436//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
120732//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
121198//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
121494//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
121594//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
121826//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
122790//26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
26303;SOMATULINE AUTOSOLUTION 120 INJ 300MG/ML WWS 0,4ML;4217,113846;ML
121320//21386;SOMATULINE PR INJPDR FLACON 30MG+SOLV 2ML+TOEBEH;457,054399;STUK
21386;SOMATULINE PR INJPDR FLACON 30MG+SOLV 2ML+TOEBEH;457,054399;STUK
EU/1/02/240/001;SOMAVERT INJPDR FLACON 10MG + SOLVENS 1ML IN WWSP;67,873537;STUK
EU/1/02/240/002;SOMAVERT INJPDR FLACON 15MG + SOLVENS 1ML IN WWSP;100,890459;STUK
EU/1/02/240/003;SOMAVERT INJPDR FLACON 20MG + SOLVENS 1ML IN WWSP;134,204665;STUK
EU/1/02/240/010;SOMAVERT INJPDR FLACON 25MG + SOLVENS 1ML IN WWSP;176,225934;STUK
EU/1/02/240/012;SOMAVERT INJPDR FLACON 30MG + SOLVENS 1ML IN WWSP;211,466966;STUK
115310;SOOLANTRA CREME 10MG/G;0,752578;G
22333;SOTALOL HCL APOTEX TABLET 80MG;0,070841;STUK
16724;SOTALOL HCL AURO TABLET 160MG;0,122305;STUK
16723;SOTALOL HCL AUROBINDO TABLET 80MG;0,070841;STUK
57480;SOTALOL HCL CF TABLET 80MG;0,070841;STUK
19579;SOTALOL HCL MYLAN TABLET 80MG;0,070841;STUK
19580;SOTALOL HCL MYLAN TABLET 160MG;0,122305;STUK
28268;SOTALOL HCL PCH TABLET 80MG;0,070841;STUK
17705;SOTALOL HCL SANDOZ TABLET 80MG;0,070841;STUK
17706;SOTALOL HCL SANDOZ TABLET 160MG;0,122305;STUK
33884;SOTALOL HCL TEVA TABLET 40MG;0,062545;STUK
EU/1/13/894/001;SOVALDI TABLET FILMOMHULD 400MG;413,722331;STUK
EU/1/15/1072/001;SPECTRILA INFPDR FLACON 10.000E;426,430479;STUK
EU/1/13/841/001;SPEDRA TABLET 50MG;3,063263;STUK
115528;SPIOLTO RESPIMAT INHOP 2,5/2,5MCG/DO PATR 60DO+INH;0,756775;DOSIS
118406//115528;SPIOLTO RESPIMAT INHOP 2,5/2,5MCG/DO PATR 60DO+INH;0,756775;DOSIS
118934//115528;SPIOLTO RESPIMAT INHOP 2,5/2,5MCG/DO PATR 60DO+INH;0,756775;DOSIS
119583//115528;SPIOLTO RESPIMAT INHOP 2,5/2,5MCG/DO PATR 60DO+INH;0,756775;DOSIS
120292//115528;SPIOLTO RESPIMAT INHOP 2,5/2,5MCG/DO PATR 60DO+INH;0,756775;DOSIS
121380//26191;SPIRIVA INHALPDR 18MCG;1,464546;STUK
121383//26191;SPIRIVA INHALPDR 18MCG;1,464546;STUK
26191;SPIRIVA INHALPDR 18MCG;1,464546;STUK
26191;SPIRIVA INHALPDR 18MCG MET HANDIHALER;1,208854;STUK
33156//26191;SPIRIVA INHALPDR 18MCG MET HANDIHALER;1,208854;STUK
109483//34382;SPIRIVA RESPIMAT INHOPL 2,5MCG/DO PATR 60DO+INH;0,519271;DOSIS
111591//34382;SPIRIVA RESPIMAT INHOPL 2,5MCG/DO PATR 60DO+INH;0,519271;DOSIS
34382;SPIRIVA RESPIMAT INHOPL 2,5MCG/DO PATR 60DO+INH;0,519271;DOSIS
24025;SPIRONOLACTON ACCORD TABLET OMHULD 25MG;0,063874;STUK
24026;SPIRONOLACTON ACCORD TABLET OMHULD 50MG;0,150247;STUK
24027;SPIRONOLACTON ACCORD TABLET OMHULD 100MG;0,148078;STUK
23430;SPIRONOLACTON AUROBINDO TABLET 50MG;0,150247;STUK
25923;SPIRONOLACTON MYLAN TABLET 25MG;0,063874;STUK
25924;SPIRONOLACTON MYLAN TABLET 50MG;0,150247;STUK
23150;SPIRONOLACTON SANDOZ TABLET 50MG;0,150247;STUK
23151;SPIRONOLACTON SANDOZ TABLET 100MG;0,148078;STUK
55837;SPIRONOLACTON TEVA TABLET 25MG;0,063874;STUK
55973;SPIRONOLACTON TEVA TABLET 50MG;0,150247;STUK
55838;SPIRONOLACTON TEVA TABLET 100MG;0,148078;STUK
18637;SPIRONOLACTONUM TABLET 25MG;0,063874;STUK
18638;SPIRONOLACTONUM TABLET 50MG;0,150247;STUK
18639;SPIRONOLACTONUM TABLET 100MG;0,148078;STUK
EU/1/06/363/001;SPRYCEL TABLET FILMOMHULD 20MG;29,346310;STUK
EU/1/06/363/007;SPRYCEL TABLET FILMOMHULD 20MG;29,346310;STUK
EU/1/06/363/002;SPRYCEL TABLET FILMOMHULD 50MG;58,236849;STUK
EU/1/06/363/008;SPRYCEL TABLET FILMOMHULD 50MG;58,236849;STUK
EU/1/06/363/003;SPRYCEL TABLET FILMOMHULD 70MG;59,050009;STUK
EU/1/06/363/009;SPRYCEL TABLET FILMOMHULD 70MG;59,050009;STUK
EU/1/06/363/011;SPRYCEL TABLET FILMOMHULD 100MG;115,628697;STUK
22082;STADIUM TABLET 25MG;0,260300;STUK
EU/1/03/260/003;STALEVO TABLET FILMOMHULD 50/12,5/200MG;0,530784;STUK
EU/1/03/260/026;STALEVO TABLET FILMOMHULD 75/18,75/200MG;0,576653;STUK
EU/1/03/260/006;STALEVO TABLET FILMOMHULD 100/25/200MG;0,545377;STUK
EU/1/03/260/007;STALEVO TABLET FILMOMHULD 100/25/200MG;0,545377;STUK
EU/1/03/260/031;STALEVO TABLET FILMOMHULD 125/31,25/200MG;0,582777;STUK
EU/1/03/260/010;STALEVO TABLET FILMOMHULD 150/37,5/200MG;0,556088;STUK
EU/1/03/260/011;STALEVO TABLET FILMOMHULD 150/37,5/200MG;0,556088;STUK
EU/1/03/260/021;STALEVO TABLET FILMOMHULD 200/50/200MG;0,566285;STUK
8191;STEDIRIL 30 DRAGEE;0,087754;STUK
EU/1/08/494/001;STELARA INJVLST 90MG/ML FLACON 0,5ML;2992,936914;STUK
EU/1/08/494/004;STELARA INJVLST 90MG/ML WWSP 1ML;3009,280337;STUK
EU/1/08/494/003;STELARA INJVLST 90MG/ML WWSP 0,5ML;2997,835497;STUK
7606;STESOLID REKTIOOL 5MG;0,697672;ML
7607;STESOLID REKTIOOL 10MG;0,851309;ML
123540//13223;STILNOCT TABLET FILMOMHULD 10MG;0,189061;STUK
13223;STILNOCT TABLET FILMOMHULD 10MG;0,189061;STUK
EU/1/13/858/002;STIVARGA TABLET FILMOMHULD 40MG;37,412759;STUK
EU/1/99/111/008;STOCRIN TABLET FILMOMHULD 600MG;4,989012;STUK
109531//31494;STRATTERA CAPSULE 10MG;2,901875;STUK
114128//31494;STRATTERA CAPSULE 10MG;2,901875;STUK
31494;STRATTERA CAPSULE 10MG;2,901875;STUK
114126//31495;STRATTERA CAPSULE 18MG;2,901875;STUK
31495;STRATTERA CAPSULE 18MG;2,901875;STUK
109534//31496;STRATTERA CAPSULE 25MG;2,816568;STUK
114129//31496;STRATTERA CAPSULE 25MG;2,816568;STUK
121283//31496;STRATTERA CAPSULE 25MG;2,816568;STUK
31496;STRATTERA CAPSULE 25MG;2,816568;STUK
109536//31497;STRATTERA CAPSULE 40MG;2,800477;STUK
114127//31497;STRATTERA CAPSULE 40MG;2,800477;STUK
31497;STRATTERA CAPSULE 40MG;2,800477;STUK
114123//31498;STRATTERA CAPSULE 60MG;2,837620;STUK
31498;STRATTERA CAPSULE 60MG;2,837620;STUK
100389;STRATTERA CAPSULE 80MG;3,694515;STUK
116879//100389;STRATTERA CAPSULE 80MG;3,694515;STUK
100392;STRATTERA CAPSULE 100MG;3,824158;STUK
112058;STRIVERDI RESPIMAT INHOPL 2,5MCG/DO PATR 60DO+INH;0,494128;DOSIS
118405//112058;STRIVERDI RESPIMAT INHOPL 2,5MCG/DO PATR 60DO+INH;0,494128;DOSIS
119377//112058;STRIVERDI RESPIMAT INHOPL 2,5MCG/DO PATR 60DO+INH;0,494128;DOSIS
2224;STRUMAZOL TABLET 10MG;0,067246;STUK
EU/1/06/359/001;SUBOXONE TABLET SUBLINGUAAL 2MG/0,5MG;0,805759;STUK
EU/1/06/359/003;SUBOXONE TABLET SUBLINGUAAL 8MG/2MG;2,590827;STUK
9232;SUFENTA FORTE INJVLST 0,05MG/ML AMPUL 1ML;0,985525;ML
9232;SUFENTA FORTE INJVLST 0,05MG/ML AMPUL 5ML;0,985525;ML
9232;SUFENTA FORTE INJVLST 0,05MG/ML AMPUL 20ML;0,985525;ML
9233;SUFENTA INJVLST 0,005MG/ML AMPUL 2ML;0,158200;ML
9233;SUFENTA INJVLST 0,005MG/ML AMPUL 10ML;0,158200;ML
114609;SUFENTANIL EUROCEPT INJVLST 5MCG/ML AMPUL 10ML;0,158200;ML
26151;SUFENTANIL HAMELN INJVLST 5MCG/ML AMPUL 2ML;0,158200;ML
26151;SUFENTANIL HAMELN INJVLST 5MCG/ML AMPUL 10ML;0,158200;ML
26152;SUFENTANIL HAMELN INJVLST 50MCG/ML AMPUL 1ML;0,985525;ML
26152;SUFENTANIL HAMELN INJVLST 50MCG/ML AMPUL 5ML;0,985525;ML
25565;SUFENTANIL NARCOMED INJVLST 50MCG/ML AMPUL 1ML;0,985525;ML
25565;SUFENTANIL NARCOMED INJVLST 50MCG/ML AMPUL 5ML;0,985525;ML
15007;SULFASALAZINE MYLAN TABLET MSR 500MG;0,117065;STUK
15836=;9645 SULFASALAZINE SANDOZ TABLET MSR 500MG;0,117065;STUK
9645;SULFASALAZINE TEVA TABLET MSR 500MG;0,117065;STUK
EU/1/16/1157/001;SULIQUA 10‐40 INJVLST 100E/50MCG/ML PEN 3ML;9,376577;ML
EU/1/16/1157/003;SULIQUA 30‐60 INJVLST 100E/33MCG/ML PEN 3ML;6,996047;ML
118562//6279;SULPIRIDE FISHER CAPSULE 50MG;0,121661;STUK
30622;SUMATRIPTAN MYLAN TABLET OMHULD 50MG;1,680977;STUK
30623;SUMATRIPTAN MYLAN TABLET OMHULD 100MG;2,287412;STUK
31899;SUMATRIPTAN PCH TABLET OMHULD 50MG;1,680977;STUK
31076;SUMATRIPTAN SANDOZ TABLET OMHULD 50MG;1,680977;STUK
31077;SUMATRIPTAN SANDOZ TABLET OMHULD 100MG;2,287412;STUK
102601;SUMATRIPTAN SUN INJVLST 12MG/ML WWSP 0,5ML;42,151523;ML
31899;SUMATRIPTAN TEVA TABLET OMHULD 50MG;1,680977;STUK
31900;SUMATRIPTAN TEVA TABLET OMHULD 100MG;2,287412;STUK
10873;SUPREFACT NEUSSPRAY 0,1MG/DO FL 100DO + DOSEERPOMP;0,403060;DOSIS
122561//9729;SURGAM TABLET 300MG;0,252110;STUK
9729;SURGAM TABLET 300MG;0,252110;STUK
105350//27;SUSTANON 250 INJVLST 250MG/ML AMPUL 1ML;12,081576;ML
109334//27;SUSTANON 250 INJVLST 250MG/ML AMPUL 1ML;12,081576;ML
110344//27;SUSTANON 250 INJVLST 250MG/ML AMPUL 1ML;12,081576;ML
27;SUSTANON 250 INJVLST 250MG/ML AMPUL 1ML;12,081576;ML
29437//27;SUSTANON 250 INJVLST 250MG/ML AMPUL 1ML;12,081576;ML
EU/1/06/347/001;SUTENT CAPSULE 12,5MG;42,215409;STUK
EU/1/06/347/004;SUTENT CAPSULE 12,5MG;42,215409;STUK
EU/1/06/347/002;SUTENT CAPSULE 25MG;83,675549;STUK
EU/1/06/347/005;SUTENT CAPSULE 25MG;83,675549;STUK
EU/1/06/347/003;SUTENT CAPSULE 50MG;165,677310;STUK
EU/1/06/347/006;SUTENT CAPSULE 50MG;165,677310;STUK
116348;SYMBICORT AEROSOL 200/6MCG/DOSIS SPUITBUS 120DO;0,308174;DOSIS
120712//116348;SYMBICORT AEROSOL 200/6MCG/DOSIS SPUITBUS 120DO;0,308174;DOSIS
122249//116348;SYMBICORT AEROSOL 200/6MCG/DOSIS SPUITBUS 120DO;0,308174;DOSIS
123399//116348;SYMBICORT AEROSOL 200/6MCG/DOSIS SPUITBUS 120DO;0,308174;DOSIS
122920//25886;SYMBICORT TURBUHALER INHALPDR 100/6MCG/DO 120DO;0,272857;DOSIS
25886;SYMBICORT TURBUHALER INHALPDR 100/6MCG/DO 120DO;0,272857;DOSIS
32739//25886;SYMBICORT TURBUHALER INHALPDR 100/6MCG/DO 120DO;0,272857;DOSIS
122880//25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 60DO;0,272519;DOSIS
122798//25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 120DO;0,272519;DOSIS
122922//25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 120DO;0,272519;DOSIS
123412//25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 120DO;0,272519;DOSIS
123642//25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 120DO;0,272519;DOSIS
25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 120DO;0,272519;DOSIS
29436//25887;SYMBICORT TURBUHALER INHALPDR 200/6MCG/DO 120DO;0,272519;DOSIS
122800//27690;SYMBICORT TURBUHALER INHALPDR 400/12MCG/DO 60DO;0,535049;DOSIS
122883//27690;SYMBICORT TURBUHALER INHALPDR 400/12MCG/DO 60DO;0,535049;DOSIS
123772//27690;SYMBICORT TURBUHALER INHALPDR 400/12MCG/DO 60DO;0,535049;DOSIS
27690;SYMBICORT TURBUHALER INHALPDR 400/12MCG/DO 60DO;0,535049;DOSIS
119789//5352;SYMMETREL CAPSULE 100MG;0,517694;STUK
27528//5352;SYMMETREL CAPSULE 100MG;0,517694;STUK
5352;SYMMETREL CAPSULE 100MG;0,517694;STUK
EU/1/17/1225/001;SYMTUZA TABLET FILMOMHULD;28,534444;STUK
EU/1/99/117/003;SYNAGIS INJVLST 100MG/ML FLACON 0,5ML;796,364381;ML
EU/1/99/117/004;SYNAGIS INJVLST 100MG/ML FLACON 1ML;796,364381;ML
9969;SYNAPAUSE E3 TABLET 1MG;0,138611;STUK
9970;SYNAPAUSE E3 TABLET 2MG;0,138483;STUK
